FID,sous_type,iden,shape
odt_det_pdipr.19,Circuit départemental,984,"MULTILINESTRING ((-0.8320648639999604 45.260678588000076, -0.8318300439999575 45.26147755000005, -0.8317657039999631 45.262136611000074, -0.8318218569999658 45.26245012100003, -0.8323653679999552 45.26303784800007, -0.8325008629999502 45.263178038000035, -0.8324052019999613 45.263288800000055, -0.83243429099997 45.26446738100003, -0.832380920999924 45.26464896400006, -0.831897683999955 45.265563041000064, -0.8320689109999648 45.26588227700006, -0.8322311149999564 45.266489869000054, -0.8323301929999616 45.26710826300007, -0.8323087699999405 45.268072208000035, -0.8326906389999635 45.26806133100007, -0.8330699289999757 45.27001321000006, -0.8335139219999519 45.271981253000035, -0.8339432779999356 45.274138779000054, -0.83445209599995 45.27723937500008, -0.8347536479999462 45.277383834000034, -0.8404660139999578 45.27915657500006, -0.8408071889999746 45.27910181800007, -0.8413799549999794 45.27886038200006, -0.8417741109999497 45.27884012200008, -0.8421515639999484 45.27897339200007))"
odt_det_pdipr.164,Equestre,1817,"MULTILINESTRING ((-0.1428846639999506 44.88619685400005, -0.1428303849999679 44.884974199000055))"
odt_det_pdipr.362,Boucle locale,1899,"MULTILINESTRING ((0.0206733540000528 44.58826044600005, 0.0220385700000634 44.58904497900005, 0.0244324100000313 44.59053493300007, 0.025062872000035 44.59234765800005))"
odt_det_pdipr.363,Jonction,1900,"MULTILINESTRING ((0.0050032050000368 44.59086229300004, 0.003068092000035 44.59167598000005, 0.0028589570000577 44.59186048500004, 0.0024500290000447 44.59200475800003, 0.0020655120000583 44.59216754200003))"
odt_det_pdipr.11,Circuit départemental,466,"MULTILINESTRING ((-0.1604633009999361 44.32872464700006, -0.1626553209999315 44.32925940000007, -0.1635632139999643 44.32938261100003, -0.1645502249999708 44.32959397400003, -0.1650198869999713 44.32972718800005, -0.1654780689999598 44.33016655400007, -0.1657856019999713 44.330600365000066, -0.1659194359999674 44.33107413500005, -0.1660169019999671 44.33157572700003, -0.1661264939999683 44.33206804500003, -0.1660681189999309 44.332447245000026, -0.1659099659999583 44.33283772400006, -0.1656244399999309 44.33346503200005, -0.165403271999935 44.33384795400008, -0.1656535569999278 44.33412113400004, -0.1670238539999787 44.33534035400004, -0.1672457659999509 44.335821106000026, -0.1677080049999518 44.33635034000008, -0.16812510099993 44.33670966600005, -0.1693291379999664 44.33700599300005, -0.1711386819999348 44.33738740100006, -0.172517270999947 44.33766169900008, -0.172900158999937 44.33781486500004, -0.1737845329999459 44.33853232800004, -0.1747687149999706 44.33923849800004, -0.1761131899999668 44.34015231400008, -0.1769379309999408 44.340655198000036, -0.1774832579999384 44.34079562100004, -0.1792570109999474 44.341213709000044, -0.1812214569999355 44.341690362000065, -0.1835992229999306 44.34215746400008, -0.1854792879999536 44.34270795900005, -0.1862286579999477 44.34292461200005, -0.187689038999963 44.34334079100006, -0.1887652609999577 44.34357688000006, -0.1891704629999254 44.34366649800006, -0.1896108219999633 44.34370132000004, -0.190024924999932 44.343709757000056, -0.1906050639999535 44.34378633400007, -0.1914809209999362 44.34402702300008, -0.1920121779999704 44.344131712000035, -0.1925155669999299 44.34417406500006, -0.1929700699999444 44.344244536000076, -0.1934023469999602 44.344378498000026, -0.1939554159999375 44.34468960400005, -0.1952708539999435 44.34522599700006, -0.1960332239999616 44.34545128000008, -0.196690556999954 44.34557102500003, -0.1973519319999468 44.34578064300007, -0.198066239999946 44.34605200900006, -0.1985357139999451 44.346176093000054, -0.198950239999931 44.346193484000025, -0.1990330689999382 44.34636250800003, -0.1992039769999678 44.34653848900007, -0.1996900259999279 44.34675215400006, -0.2002205299999673 44.34711773500004, -0.2003239789999611 44.34746622100005, -0.2004023779999784 44.34781528700006, -0.2007078339999566 44.347916171000065, -0.2014498669999512 44.34821432500007, -0.2023907169999575 44.34881283900006, -0.2026901339999654 44.34905781000003, -0.2028909709999311 44.34934105600007, -0.2030223259999389 44.34975187200007, -0.2031157019999341 44.350154571000076, -0.2028377629999341 44.35066485300007, -0.2027408229999423 44.351017987000034, -0.2027121789999455 44.35149549300007, -0.202695250999966 44.35195473400006, -0.2027441929999441 44.35248442500006, -0.2029002269999296 44.353164580000055, -0.2029843219999634 44.353639472000054, -0.2031859849999478 44.35394069400007, -0.2033755309999492 44.35425119300004, -0.2034289069999318 44.354600840000046, -0.2035283689999687 44.355138355000065, -0.2036541009999269 44.35570225200007, -0.2037106889999336 44.35584489200005, -0.203861447999941 44.35612930000008, -0.2039875589999269 44.356423276000044, -0.204061941999953 44.35668246500006, -0.2042498809999529 44.356957013000056, -0.2043889279999576 44.35725968600008, -0.2044786779999299 44.35758149700007, -0.2045413509999321 44.357858951000026, -0.2047301049999533 44.35815147400007, -0.2049338209999405 44.358497630000045, -0.2050457949999327 44.35875594600003, -0.2053190429999745 44.35925344000003, -0.2056436659999576 44.36005564000004, -0.2057540239999298 44.360278004000065))"
odt_det_pdipr.12,Circuit départemental,467,"MULTILINESTRING ((-0.0951761709999346 44.27931110900005, -0.0949254569999312 44.27959556900004, -0.094727106999926 44.27993284200005, -0.0946143919999258 44.28022322900006, -0.0945227039999281 44.28071106700003, -0.0944075419999422 44.28123541200006, -0.094338936999975 44.28167775600008, -0.0943117349999625 44.28220914100007, -0.0943617999999446 44.28308066900007, -0.0943170549999763 44.28349549400008, -0.0942547619999345 44.28379375600008, -0.094230778999929 44.28410916000007, -0.0942150479999668 44.28432542100006, -0.0921126009999398 44.284651018000034, -0.0901094479999642 44.284956376000025, -0.0896957909999401 44.28494756200007, -0.0895784039999512 44.28513009200003, -0.0893183639999506 44.28519883400003, -0.0889253299999382 44.285378482000056, -0.0886581839999394 44.285573328000055, -0.0882948039999292 44.28586027100005, -0.0880045599999448 44.28610060900007, -0.0877605009999343 44.28624996100007, -0.0874284699999634 44.286392265000075, -0.0867085659999702 44.28654316300003, -0.0860868259999279 44.28664690100004, -0.085155365999924 44.28682946300006, -0.0840631729999473 44.287060557000075, -0.0837526819999539 44.28712140700003, -0.0832916609999756 44.28717658900007, -0.0827915599999756 44.287196650000055, -0.0812662319999618 44.28725737100007, -0.0809925039999371 44.287299407000035, -0.0806467829999633 44.28741500400008, -0.0802912429999765 44.287593790000074, -0.0800444619999325 44.287680210000076, -0.0796846839999716 44.28776013000004, -0.0791391459999318 44.28788913200003, -0.0766670449999651 44.288654413000074, -0.0761746139999673 44.28885419900007, -0.0759407189999592 44.288949321000075, -0.0757487539999602 44.28943935400008, -0.0756291729999248 44.28986481600003, -0.0749009529999398 44.29158117000003, -0.0747911859999704 44.29194344200005, -0.0746966199999406 44.29236835300003, -0.0746395919999259 44.29279243500008, -0.0745927729999494 44.293162315000075, -0.07467070499996 44.29352044800004, -0.0747447949999582 44.293788704000065, -0.0748115889999781 44.29388619000008, -0.0742559299999357 44.29436624600004, -0.0739072369999576 44.294706793000046, -0.0737310489999459 44.29498056500006, -0.0736026109999557 44.29519930600003, -0.0734456879999357 44.29533770900008, -0.0746666219999383 44.29576961200007, -0.0751919929999758 44.29604591100008, -0.0755839419999802 44.29642410900004, -0.0758397749999631 44.296841294000046, -0.0759310019999475 44.29721712700007, -0.0760716439999669 44.298455517000036, -0.076131696999937 44.29868809700008, -0.0762398859999394 44.298874632000036, -0.0764903539999295 44.29916598700004, -0.0766767109999478 44.299422768000056, -0.0767546639999637 44.299780902000066, -0.0768888309999625 44.300281736000045, -0.0771250429999668 44.30082530000004, -0.0772285909999368 44.30148874400004, -0.0771469259999549 44.30192236900007, -0.0769753429999582 44.30230400100004, -0.0770681259999719 44.30271578500003, -0.0773440289999598 44.30301557300004, -0.0779526539999438 44.30347894800008, -0.0783130999999457 44.303704896000056, -0.0790164789999608 44.30404022500005, -0.0805382189999477 44.30476230700003, -0.0812522149999495 44.305052405000026, -0.0818137119999278 44.30529189300006, -0.0822090359999379 44.305454084000075, -0.0825144349999505 44.30556428400007, -0.083025877999944 44.30580487200007, -0.0833233919999543 44.30602320000003, -0.0835704559999613 44.306233648000045, -0.0836821549999627 44.306501069000035, -0.0837077819999763 44.30680637800003, -0.0838179409999498 44.30703784800005, -0.0840966019999314 44.30740053400007, -0.0844908289999466 44.30812051700008, -0.0845087469999726 44.30824607100004, -0.085710578999965 44.30851634900006, -0.0876574879999339 44.308923046000075, -0.0881108019999601 44.30897597500007, -0.0884741809999241 44.30897691700005, -0.0888098189999482 44.30891549900008, -0.0894745229999785 44.30863986500003, -0.0896842179999453 44.30856324400003, -0.089933781999946 44.30853971600004, -0.0907227309999712 44.30853121200005, -0.0913087009999458 44.30846423100007, -0.0918195689999379 44.308398914000065, -0.0924157319999495 44.30827772300006, -0.0932239009999307 44.30813382700006, -0.0934734619999631 44.30811029200004, -0.093636953999976 44.30812465300005, -0.0940687199999388 44.308259003000046, -0.0944105449999597 44.308341373000076, -0.0946753349999767 44.30838047100008, -0.09488850799994 44.30838473000006, -0.0951369069999259 44.308334227000046, -0.0954213049999453 44.308246938000025, -0.0959009309999601 44.30803835300003, -0.0964654579999546 44.30776490400007, -0.0966516569999385 44.30772477700003, -0.0970150269999408 44.30772569100003, -0.0978970089999507 44.307841015000065, -0.0994680929999276 44.30824686900007, -0.1000884009999368 44.30839499100006, -0.1004670099999316 44.30845853000005, -0.1020714049999469 44.30876464200003))"
odt_det_pdipr.13,Circuit départemental,468,"MULTILINESTRING ((-0.1305164839999406 44.314019622000046, -0.1284436749999713 44.31447118900007, -0.1268304689999695 44.31483139800008, -0.1263375949999386 44.31502242600004, -0.1261760769999682 44.315340942000034, -0.1259946209999612 44.315776861000074, -0.1256485379999504 44.31674728300004, -0.1254392909999638 44.31712085200007, -0.1249886559999709 44.31741888100004, -0.1251537859999416 44.317757036000046, -0.1253443489999313 44.31810361500004, -0.1255497879999439 44.31850383900007, -0.1256969499999627 44.319004336000035, -0.1258531029999404 44.31942366200008, -0.1259529019999377 44.31970031000003, -0.1260487769999372 44.31988708100005, -0.1262451989999249 44.32008058500003, -0.1265421699999365 44.32028082200003, -0.1270151989999704 44.32049508800003, -0.1274119359999304 44.32068408100008, -0.1280281829999694 44.32102107000003, -0.1283983169999488 44.32117467100005, -0.1288142099999732 44.321228278000035, -0.129216405999955 44.32125520200003, -0.129847487999939 44.32135793500004, -0.1306468329999575 44.32158282300003, -0.1313339009999481 44.32181923600007, -0.1320460139999682 44.32205507800006, -0.132630967999944 44.32224880200005, -0.1331388389999688 44.32239928100006, -0.1334690759999262 44.32249978600004, -0.1342942779999703 44.322742058000074, -0.1349688559999436 44.322978730000045, -0.1355436729999724 44.32322664800006, -0.1360668399999554 44.32343974400004, -0.1366651309999725 44.32365114000004, -0.1374551689999635 44.32394816400006, -0.1380174879999458 44.32419635200006, -0.1382491599999298 44.32433506000007, -0.1384072899999751 44.32451141700005, -0.1385540849999529 44.32471502000004, -0.1388119849999612 44.32488012300007, -0.1393101389999742 44.32509377000008, -0.1398466469999562 44.325324540000054, -0.1401530559999742 44.32545255500003, -0.1411295979999636 44.326285135000035, -0.1415214059999244 44.326645126000074, -0.1429848629999242 44.32686388500008, -0.1439372229999662 44.326860295000074, -0.1466360309999573 44.32723992700005, -0.1467514889999393 44.327300284000046, -0.1483413769999515 44.32754309200004, -0.1510629119999294 44.32786812100005, -0.1519805009999686 44.327928229000065, -0.1537801109999464 44.32809421700006, -0.1536779229999752 44.32861835300008, -0.1550965779999274 44.32838813400008, -0.1560696459999349 44.32771820900007, -0.1571623329999738 44.32691959500005, -0.1579503419999355 44.32745043700004, -0.1589790459999563 44.32803876300005, -0.1596585639999262 44.32838313500008, -0.1604633009999361 44.32872464700006))"
odt_det_pdipr.14,Circuit départemental,469,"MULTILINESTRING ((-0.0661235919999399 44.35576578100006, -0.0665093789999673 44.35599122600007, -0.0668716469999708 44.35625317100005, -0.0672294399999487 44.35670414200007, -0.0675215329999332 44.35708458100004, -0.0678477639999642 44.35738330100003, -0.0681987969999796 44.35796936600008, -0.0683702269999458 44.358460413000046, -0.0689490789999354 44.359095452000076, -0.0698012669999457 44.35967050200003, -0.0707553759999655 44.36057617900008, -0.0727458559999263 44.36196286200004, -0.0733702989999756 44.362488918000054, -0.0737881379999408 44.36287557300005, -0.0741202019999605 44.36330909800006, -0.0741294299999708 44.36352481400007, -0.0755881419999582 44.36420342400004, -0.0791983659999573 44.36153280500008, -0.0809379139999464 44.36027986700003, -0.084317771999963 44.36159967400005, -0.0845941739999603 44.36161155600007, -0.0848819469999285 44.36159619500006, -0.0850926169999298 44.36153755600003, -0.0853506979999565 44.36141489200003, -0.0858676269999705 44.361187537000035, -0.0863868699999557 44.36101410900005, -0.0869346459999747 44.36092101700007, -0.087671893999925 44.36085971400007, -0.0883233739999696 44.360845288000064, -0.0887641909999388 44.360889505000046, -0.0890664219999735 44.36091879700007, -0.0895930049999265 44.36091612700005, -0.0899434149999365 44.36089936600007, -0.0902084469999522 44.36093847600006, -0.0906413829999337 44.36109082000007, -0.0910112919999619 44.361235564000026, -0.0913440029999606 44.36139012700005))"
odt_det_pdipr.15,Circuit départemental,980,"MULTILINESTRING ((-0.8182595719999313 45.21070831700007, -0.8181309859999715 45.21113510500004, -0.8179012299999613 45.21179883900004, -0.8177111519999585 45.212488456000074, -0.8175896559999387 45.21281601000004, -0.8174976269999661 45.21298967700005, -0.8170266549999496 45.21321911200005, -0.8140009169999303 45.21511451400005, -0.8138087029999497 45.21554309900006, -0.813670889999969 45.21580809000005, -0.8140097329999776 45.21616760300003, -0.8142504139999573 45.21659292000004, -0.8144661349999751 45.21680287400005, -0.8150440699999422 45.21711059200004, -0.8152694509999492 45.21726625300005, -0.8155696509999757 45.21761785600006, -0.8148753689999353 45.21817771900004, -0.8147355919999768 45.21885690100004))"
odt_det_pdipr.16,Circuit départemental,981,"MULTILINESTRING ((-0.5597231769999667 45.27173071900006, -0.5594463659999747 45.27180093900006, -0.5590790239999706 45.27184650800007, -0.5587644849999265 45.27192671000006, -0.5588930889999801 45.27243647600005, -0.5588878059999729 45.272823697000035, -0.5588215559999412 45.273752623000064, -0.5588383289999683 45.27456236300003, -0.5589361929999654 45.27546001200005, -0.5589572519999706 45.27610760700003, -0.5587457139999401 45.27718434600007, -0.5587715889999458 45.27743572800006, -0.558908305999978 45.27761220900004, -0.5591907209999363 45.27789292300008, -0.5597168319999355 45.27868940600007, -0.5601515319999635 45.27920020500005, -0.5612019449999366 45.280757202000075, -0.5617172569999411 45.28158996700006, -0.5619449169999484 45.28228619300006, -0.5619900269999789 45.283149209000044, -0.5624562269999274 45.284505368000055, -0.561965167999972 45.284869239000045, -0.5623424179999574 45.28525549900007, -0.561693413999933 45.28528140700007, -0.5616390409999781 45.28594897100004, -0.5621002719999524 45.286234024000066, -0.5624476519999462 45.287512262000064, -0.5617930219999607 45.28962678200003, -0.5628354759999752 45.289563619000035, -0.5644311349999498 45.29008016000006, -0.5661754199999791 45.290511783000056, -0.5663353399999664 45.29039958800007, -0.5676678599999718 45.290760910000074, -0.56808012099998 45.29084017000008, -0.5687843709999356 45.290893803000074, -0.5693427829999678 45.29230154700008, -0.5689644609999505 45.29238344100003, -0.569474717999924 45.294818676000034, -0.5695784829999297 45.29509503100007, -0.5697025019999273 45.296001001000036, -0.5700450049999404 45.295721994000075, -0.5707677209999247 45.29564010300004, -0.5714413729999706 45.29559549700008, -0.5731481449999478 45.29579394400008, -0.5744992239999647 45.29577661700006, -0.5756380219999642 45.295845847000066, -0.5768282249999288 45.29567966600007, -0.5776165069999593 45.295632021000074, -0.5795549039999628 45.29562626000006, -0.5804394359999492 45.295711105000066, -0.5810319649999656 45.295821603000036, -0.5823166009999454 45.29623802400005))"
odt_det_pdipr.17,Circuit départemental,982,"MULTILINESTRING ((-0.6796282579999797 45.28668428000003, -0.6984355209999649 45.28498455400006, -0.6984261709999373 45.28481376000008, -0.6985808859999452 45.28461148300005, -0.7006927229999746 45.28451784900005, -0.7008136589999481 45.28439751500008, -0.6983203929999604 45.27705645000003, -0.696458793999966 45.26913098400007, -0.6957167259999437 45.26535215900003, -0.6940256779999459 45.26543425600005, -0.6934513789999528 45.26542289300005, -0.6933020269999588 45.26525591500007, -0.6933396849999554 45.26501182100003, -0.6955046079999647 45.26473676900008, -0.6955015649999723 45.264214708000054, -0.6947164869999369 45.260112967000055, -0.6946390919999317 45.259863007000035, -0.6959711239999251 45.259745674000044, -0.696204603999945 45.25958626600004, -0.6946642019999558 45.25005863700005, -0.6944630009999742 45.24987507000003, -0.6935809889999405 45.24982708700003, -0.6931602849999763 45.249713076000035, -0.6924193139999488 45.24512345200003, -0.6858405249999464 45.243195902000025, -0.6778944049999609 45.24095396200005, -0.6781597069999634 45.24044263700006, -0.6777961159999677 45.24031745900004, -0.6794720139999413 45.237157194000076, -0.6794363079999357 45.23696911400003, -0.6729570599999306 45.23379582100006))"
odt_det_pdipr.18,Circuit départemental,983,"MULTILINESTRING ((-0.7865977449999377 45.30966200800003, -0.7862930239999741 45.309688563000066, -0.7858924679999291 45.30982583900004, -0.7832518649999543 45.31006192400008, -0.7833979599999452 45.31175038400005, -0.783452878999924 45.31204594400003, -0.7835582499999418 45.31233108500004, -0.7839580679999472 45.31286005700008, -0.7850311799999758 45.314468513000065, -0.7856403609999347 45.31531571700003, -0.7862429019999695 45.316271140000026, -0.7871290869999257 45.31795684800005, -0.7880712909999374 45.31995608400007, -0.7884481929999652 45.320755776000055, -0.7888109059999806 45.32130378200003, -0.7889417419999631 45.32181328000007, -0.7893391449999285 45.32229729000005, -0.7897217209999781 45.32297077900006, -0.7903330989999517 45.32385391300005, -0.7905878249999319 45.324296910000044, -0.7908918889999654 45.325161663000074, -0.7910818989999484 45.32558847100006, -0.7918930979999459 45.326619039000036, -0.7924347929999271 45.32717101000003, -0.7928577509999286 45.327654291000044, -0.7934360779999565 45.328628372000026, -0.7941668409999352 45.32958916100006, -0.7949359009999739 45.33032379400004, -0.7951673189999724 45.33035329900008))"
odt_det_pdipr.190,Circuit départemental,1951,"MULTILINESTRING ((-0.2227385479999384 44.42953540700006, -0.2225459319999459 44.42940609400006, -0.2225652439999521 44.42946262700008, -0.222706895999977 44.42954029800006, -0.2227385479999384 44.42953540700006))"
odt_det_pdipr.191,Boucle locale,1952,"MULTILINESTRING ((-0.2141764839999496 44.42937060100007, -0.2146690119999448 44.42922379500004, -0.2146853749999309 44.42918076600006, -0.2141764839999496 44.42937060100007))"
odt_det_pdipr.20,Circuit départemental,985,"MULTILINESTRING ((-0.6040265089999366 45.190216331000045, -0.6055543749999401 45.190941044000056, -0.6085290139999415 45.19277964300005, -0.6097245519999319 45.19347710400007, -0.609472511999968 45.194005900000036, -0.6093294849999324 45.19418973200004, -0.6087317829999392 45.194682681000074, -0.6086273699999651 45.194874490000075, -0.6083441669999274 45.19529608700003, -0.608322707999946 45.19561172400006, -0.6076650549999272 45.19665537600008, -0.6076550289999432 45.197186757000054, -0.6081923669999583 45.19723553000006, -0.6084137539999688 45.19732868400007, -0.6084863839999457 45.19749779700004, -0.6085911159999569 45.19779208500006, -0.6080745899999442 45.19789579500008, -0.6074944889999756 45.198001187000045, -0.6068249079999646 45.198099944000035, -0.6071942109999782 45.19978252800007, -0.6074108409999326 45.19978579000008, -0.6076840499999321 45.19989557700006, -0.6085362649999411 45.200359099000025, -0.6094860839999683 45.200982063000026, -0.6125908399999389 45.20142181800003, -0.6127327449999598 45.200976955000044, -0.6129646069999808 45.200547706000066, -0.6133240939999496 45.20012407200005, -0.6144700539999803 45.20036370200006, -0.6158259689999568 45.20048071700006, -0.6165099039999404 45.20065158500006, -0.6158286249999492 45.20268613800005, -0.6177109149999751 45.20312222000007, -0.6184867679999684 45.20334464500007, -0.6190063979999536 45.20353787200003, -0.6194394149999312 45.20377841100003, -0.61983093799995 45.203957038000055, -0.6200612589999537 45.20397791600004, -0.6203135129999282 45.20321503300005, -0.6203615649999392 45.20268263500003, -0.6202363869999772 45.20224486600006, -0.6201628219999407 45.20158067400007, -0.6202830649999669 45.20120839200007, -0.6207252809999773 45.20066550400003, -0.6211516349999329 45.20030307700006, -0.6217662619999373 45.200367733000064, -0.6222830039999394 45.200507009000034, -0.622727766999958 45.20072921700006, -0.6231178419999424 45.200880865000045, -0.6231242909999537 45.20124077500003, -0.6234870249999744 45.20135714000003, -0.6236228009999536 45.201515560000075, -0.6237976829999639 45.20169094200003, -0.6240049619999581 45.20175743600004, -0.6245845649999637 45.202120078000064, -0.6250768579999431 45.20227799700007, -0.6252615849999756 45.20239910200007, -0.6251802479999355 45.20254530200003, -0.6256627079999362 45.202757493000036, -0.6262912769999502 45.20308281300004, -0.6276854309999749 45.20367577500008, -0.6265263599999571 45.20510200700005, -0.6268430579999631 45.205309611000075, -0.6270184419999509 45.20549397800005, -0.6271307269999511 45.20568902800005, -0.6268521679999708 45.20595751700006, -0.6272984329999645 45.20620667500003, -0.6283210209999766 45.20675552900008, -0.6283730909999576 45.20701520000006, -0.6293354659999295 45.20715155600004, -0.6295609829999762 45.206605413000034, -0.6299179809999487 45.20613677800003, -0.6310002409999242 45.205180667000036, -0.6322908459999326 45.20574033200006, -0.6336623169999598 45.20614478600004, -0.6344685179999487 45.20645631100007, -0.6342653849999351 45.20718190900004, -0.6340517229999705 45.208186854000076, -0.6340236729999447 45.20837664800007, -0.6336626349999506 45.20900744200003, -0.6335415019999573 45.20936176200007, -0.6334673909999537 45.20964280700008, -0.6332394949999411 45.21014401300005, -0.6358225849999712 45.210579073000076, -0.6362414399999352 45.21150408900007, -0.6357243569999582 45.211598939000055, -0.6352288579999481 45.21162119200005, -0.6352730579999388 45.211971092000056, -0.6356191829999602 45.21272701600003, -0.6358662569999751 45.21377365600006, -0.6361272249999388 45.214603873000044, -0.6362370989999704 45.21594225100006, -0.6366129539999292 45.21630128500004, -0.6371733329999643 45.21653835200004, -0.6379895329999385 45.216795578000074, -0.6385045409999748 45.216898822000076, -0.6390519249999329 45.21689317000005, -0.6401888899999335 45.21671869100004, -0.6403881229999797 45.215921166000044, -0.6405874649999532 45.21560075200006, -0.6412794399999484 45.21520412400008, -0.6419805139999539 45.21568945800004, -0.6423618869999359 45.21591329200004, -0.643921875999979 45.21650162100008, -0.6451573369999437 45.21673854900007, -0.6454910909999398 45.215838381000026, -0.6459235149999358 45.215826777000075, -0.6481899739999335 45.21628806000007, -0.6486991949999492 45.21628338600004, -0.6512094989999468 45.21559478200004, -0.6518497679999768 45.21565858800005, -0.6536468819999754 45.21662750000007, -0.6551728529999536 45.21705455000006, -0.6544250239999769 45.22137773400004, -0.654241724999963 45.22199481600006, -0.6539220219999606 45.22244452600006, -0.6535794249999753 45.22270580500003, -0.6532883199999446 45.222740642000076, -0.6531136309999397 45.22280835600003, -0.65302093899993 45.223215948000075))"
odt_det_pdipr.21,Circuit départemental,986,"MULTILINESTRING ((-0.5787976869999625 45.18784763800005, -0.5790147949999778 45.188346041000045, -0.5790525449999677 45.18906519500007, -0.5792621109999345 45.18941976800005, -0.5793266479999488 45.189679126000044, -0.579422243999943 45.189802643000064, -0.5799801899999579 45.18976099200006, -0.5807928269999252 45.189478601000076, -0.5814599499999531 45.18909200500008, -0.583132907999925 45.18943512900006, -0.5837539859999765 45.18962584600007, -0.5855938279999577 45.19072070200008, -0.5868488109999248 45.19134482000004, -0.5882845799999359 45.19177512600004, -0.590585424999972 45.19243467800004, -0.5910615039999243 45.19253015600003, -0.5914560909999409 45.19252875900003, -0.5919697539999333 45.192371190000074, -0.5932231289999663 45.19344537600006, -0.5938114579999478 45.19397897400006, -0.5936236889999691 45.19428099000004, -0.5936733979999644 45.19498182600006, -0.5923627029999352 45.19571853300005, -0.5917836279999733 45.19608487000005, -0.5908990889999473 45.19693635300007, -0.5907338819999381 45.19718375700006, -0.5906016039999713 45.19733127300003, -0.5893088839999336 45.19865259100004, -0.5887714279999727 45.199809981000044, -0.5885422219999441 45.20029311500008, -0.5889434949999668 45.20041757900003, -0.5885531829999309 45.20074292100003, -0.5913748659999669 45.20161380400003))"
odt_det_pdipr.22,Circuit départemental,987,"MULTILINESTRING ((-0.8326792629999318 45.25023549100007, -0.8329350749999662 45.24980505600007, -0.8332001279999304 45.249536412000054, -0.8328401299999655 45.24925857300008, -0.8321512399999733 45.248801040000046, -0.8321048529999757 45.24865831200003, -0.831835989999945 45.24841388700003, -0.8312071479999759 45.24789161600006, -0.8307218769999736 45.24742827500006, -0.830420394999976 45.24705873100004, -0.8304014109999684 45.24672615900005, -0.8294866199999547 45.246329063000076, -0.8282867869999677 45.24585004100004, -0.827920264999932 45.24568041100008, -0.8276626199999555 45.24540864700003, -0.8275495539999724 45.245213797000076, -0.8272720149999486 45.244816556000046, -0.8265679399999613 45.244314409000026, -0.8262115959999505 45.24409946900005, -0.8258750649999342 45.24378493100005, -0.8256193219999659 45.24309896900007, -0.8251388299999576 45.24294157400004, -0.8252547129999357 45.242515137000055, -0.8257537389999356 45.24187973800008, -0.8258549259999768 45.24164278100005, -0.8257703929999707 45.24150113600007, -0.8256105469999397 45.24137964000005, -0.825244573999953 45.24121899000005, -0.8246770879999303 45.241100079000034, -0.8238810279999598 45.240771590000065, -0.8233373839999558 45.240399911000054, -0.8228553139999804 45.23999046700004, -0.8222851479999349 45.23937645700005))"
odt_det_pdipr.23,Circuit départemental,988,"MULTILINESTRING ((-0.5913748659999669 45.20161380400003, -0.5909689999999728 45.20188555300007, -0.5901341949999619 45.20247466400008, -0.5895484769999371 45.202958188000025, -0.5889048509999384 45.20355125800006, -0.5883177589999491 45.204250857000034, -0.5877725859999714 45.20502136400006, -0.5872848919999569 45.205916384000034))"
