OBJECTID_12,IDMC,JOUR,HEURE,SOURCE,RD,PR,INSEE,COMMUNE,COM1,COM2,COM3,COM4,ACTION,INONDES,INTERVENTI,ROUVERTE,TOTAL,INSEETXT,NUMRD,PR1,ABS,B_geodb_oi,B_OBJECTID,B_ROUTE,B_PR,B_ABS,B_CUMUL,B_CLASSEME,B_RD,B_RD_PR,geodb_oid,OBJECTID,ROUTE,CUMUL,CLASSEMENT,RD_PR,OBJECTID_1,IDROUTE,GESTION,F_overlaps,F_predicate,DATETRAVAU,JOURTRAV,DATECOMPLE,IDMC2,DATEFIN
122,218,20160602000000.000,4h00,COG,RD2020, ,45062,Cercotte,Chevilly, ,baisse du niveau d'eau sur la chaussée. Modification du balisage à envisager., , ,INONDES, , ,/ INONDES /   /,45062,2020, , , , , , , , , , , , , , , , , , , , , ,2016060240000,0400,20160602,1464832800000,218,1464899940000
123,219,20160602000000.000,4h00, ,RD2020, ,45008,Artenay,évacuation des PL faite dans la nuit avec escorte par les forces de l'ordre sous l'égide de la Préfecture, , , ,DIFFICULTES, , , ,DIFFICULTES /   /   /,45008,2020, , , , , , , , , , , , , , , , , , , , , ,20160602040000,0400,20160602,1464832800000,219,1464899940000
124,228,20160602000000.000,5h50,ATS,RD921, ,45273,St Denis de l’Hôtel,Voies circulables,Fax-aux-Loges, , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45273,921, , , , , , , , , , , , , , , , , , , , , ,20160602055000,0550,20160602,1464839400000,228,1464899940000
125,229,20160602000000.000,5h50,ATS,RD2060, ,45082,Chateauneuf et Bellegarde,Voies circulables, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45082,2060, , , , , , , , , , , , , , , , , , , , , ,20160602055000,0550,20160602,1464839400000,229,1464899940000
126,230,20160602000000.000,5h50,ATS,RD55, ,45340,Villemurlin,Voies circulables, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45340,55, , , , , , , , , , , , , , , , , , , , , ,20160602055000,0550,20160602,1464839400000,230,1464899940000
127,232,20160602000000.000,5h50,ATS,RD148, ,45270,Saint-Benoit-sur-Loire,Voies inondées 1/2 chaussée, , , , ,INONDES, , ,/ INONDES /   /,45270,148, , , , , , , , , , , , , , , , , , , , , ,20160602055000,0550,20160602,1464839400000,232,1464899940000
128,233,20160602000000.000,5h50,ATS,RD921, ,45142,Fay-aux-Loges,Sully-la-Chapelle,Voies toujours coupées, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45142,921, , , , , , , , , , , , , , , , , , , , , ,20160602055000,0550,20160602,1464839400000,233,1464899940000
129,238,20160602000000.000,6h05,ATM,RD2007, ,45127,Dordives,toujours coupée entre Montargis et Dordives, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45127,2007, , , , , , , , , , , , , , , , , , , , , ,20160602060500,0605,20160602,1464840300000,238,1464899940000
130,239,20160602000000.000,6h05,ATM,RD2060, ,45338,Villemandeur,ouverte sur 1 voie sens Montargis-Orléans, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45338,2060, , , , , , , , , , , , , , , , , , , , , ,20160602060500,0605,20160602,1464840300000,239,1464899940000
131,242,20160602000000.000,6h05,ATM,RD943, ,45004,Amilly,toujours coupée à, , , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45004,943, , , , , , , , , , , , , , , , , , , , , ,20160602060500,0605,20160602,1464840300000,242,1464899940000
132,253,20160602000000.000,6h08,ATP,RD2152, ,45188,Loury,voies ouvertes :, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45188,2152, , , , , , , , , , , , , , , , , , , , , ,20160602060800,0608,20160602,1464840480000,253,1464899940000
133,268,20160602000000.000,7h15,CC,RD11, ,45311,Sigloy,inondation en cours. Visite sur site à faire pour balisage si besoin, , , , ,INONDES,BALISAGE, ,/ INONDES / BALISAGE /,45311,11, , , , , , , , , , , , , , , , , , , , , ,20160602071500,0715,20160602,1464844500000,268,1464899940000
134,269,20160602000000.000,7h48,ATM,RD2060, ,45004,Amilly,réouverture prévue à 8h15 dans les 2 sens sur 1 voie à Maltaverne, , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45004,2060, , , , , , , , , , , , , , , , , , , , , ,20160602074800,0748,20160602,1464846480000,269,1464899940000
135,271,20160602000000.000,7h55,Demande préfecture,RD11, ,45311,Sigloy,"sud serait encore inondée (après cornet établissement) ,il faut des panneaux (demande du maire de Sigloy)", , , , ,INONDES, , ,/ INONDES /   /,45311,11, , , , , , , , , , , , , , , , , , , , , ,20160602075500,0755,20160602,1464846900000,271,1464899940000
136,272,20160602000000.000,7h55,Demande préfecture,RD2060, ,45089,Chécy,"à Chécy échangeur Saint Denis, enlever les panneaux d'interdiction puisque la route est ouverte.", , , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45089,2060, , , , , , , , , , , , , , , , , , , , , ,20160602075500,0755,20160602,1464846900000,272,1464899940000
137,273,20160602000000.000,9h25,ATS,RD411, ,45273,St Denis de l’Hôtel,de la RD 424 à la RD 921,route inondée et barrée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45273,411, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,273,1464899940000
138,274,20160602000000.000,9h25,ATS,RD57, ,45180,Langesse Les Choux,devant étang communal,plus d’inondation, , , ,INONDES, , ,/ INONDES /   /,45180,57, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,274,1464899940000
139,275,20160602000000.000,9h25,ATS,RD56, ,45096,les Choux,entre la RD 44 et les Choux,Route inondée, , , ,INONDES, , ,/ INONDES /   /,45096,56, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,275,1464899940000
140,277,20160602000000.000,9h25,ATS,RD153, ,45064,Cernoy,route inondée entre la RD 51 et Cernoy Signalisation,route inondée en place., , , ,INONDES, , ,/ INONDES /   /,45064,153, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,277,1464899940000
141,278,20160602000000.000,9h25,ATS,RD59, ,45315,Sully,et Isdes,chaussée légèrement inondée (balisage),Plus d’inondation –route ouverte, , ,INONDES,BALISAGE,ROUTES OUVERTES,/ INONDES / BALISAGE / ROUTES OUVERTES,45315,59, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,278,1464899940000
142,279,20160602000000.000,9h25,ATS,RD951, ,45315,Sully,et Tigy.,2 zones par ½ chaussée face à des cours d’eau. (balisage) :Plus d’inondation –route ouverte, , , , ,BALISAGE,ROUTES OUVERTES,/   / BALISAGE / ROUTES OUVERTES,45315,951, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,279,1464899940000
143,281,20160602000000.000,9h25,ATS,RD143, ,45314,sully la chapelle,route barrée,Plus d’inondation –route ouverte, , ,ROUTES BARREES, , ,ROUTES OUVERTES,ROUTES BARREES /   /   / ROUTES OUVERTES,45314,143, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,281,1464899940000
144,282,20160602000000.000,9h25,ATS,RD921, ,45142,fay,à sully la chapelle,route barrée :situation inchangée – situation inchangée, , ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45142,921, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,282,1464899940000
145,286,20160602000000.000,9h25,ATS,RD940, ,45108,Coullon,la Californie,chaussée inondée. Route barrée :situation inchangée, , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45108,940, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,286,1464899940000
146,287,20160602000000.000,9h25,ATS,RD926, ,45040,Bonny,échangeur de,Bonny,fermé :situation inchangée, ,ROUTES BARREES, , , ,ROUTES BARREES /   /   /,45040,926, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,287,1464899940000
147,288,20160602000000.000,9h25,ATS,RD2060, ,45082,Châteauneuf,pont des beignet,Plus d’inondation –route ouverte, , , , , ,ROUTES OUVERTES,/   /   / ROUTES OUVERTES,45082,2060, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,288,1464899940000
148,289,20160602000000.000,9h25,ATS,RD60, ,45153,germigny,Châteauneuf,½ chaussée inondée :Plus d’inondation –route ouverte, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45153,60, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,289,1464899940000
149,290,20160602000000.000,9h25,ATS,RD10, ,45082,Châteauneuf,Vitry,½ chaussée inondée :Plus d’inondation –route ouverte, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45082,10, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,290,1464899940000
150,291,20160602000000.000,9h25,ATS,RD951, ,45280,Saint Gondon,Lion en Sullias,route inondée sur demi chaussée,Plus d’inondation –route ouverte, , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45280,951, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,291,1464899940000
151,292,20160602000000.000,9h25,ATS,RD51, ,45171,Isdes,Cerdon,½ chaussée inondée  :Plus d’inondation –route ouverte, , , ,INONDES, ,ROUTES OUVERTES,/ INONDES /   / ROUTES OUVERTES,45171,51, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,292,1464899940000
152,294,20160602000000.000,9h25,ATS,RD12, ,45173,Jargeau,entre Jargeau et Vienne en val inondée .route barrée, , , ,ROUTES BARREES,INONDES, , ,ROUTES BARREES / INONDES /   /,45173,12, , , , , , , , , , , , , , , , , , , , , ,20160602092500,0925,20160602,1464852300000,294,1464899940000
